NumLeft,FieldAreaLeft,ItemSurfaceAreaLeft,NumRight,FieldAreaRight,ItemSurfaceAreaRight,Ratio L/R,LogRatio,Log - Normalized,Difficulty Coefficient,,
21,"20,069.44",110.80,21,"20,069.44",110.80,1.00,0.00,0.00,1.00,,
21,"20,069.44",110.80,21,"22,500",110.80,1.00,0.00,0.00,1.00,,
21,"20,069.44",110.80,21,"25,069.44",110.80,1.00,0.00,0.00,1.00,,
21,"20,069.44",110.80,21,"27,777.78",110.80,1.00,0.00,0.00,1.00,,
21,"20,069.44",110.80,25,"30,625",110.80,0.84,-0.08,0.05,0.95,,
21,"20,069.44",110.80,25,"33,611.11",110.80,0.84,-0.08,0.05,0.95,,
21,"20,069.44",110.80,29,"36,736.11",110.80,0.72,-0.14,0.09,0.91,,
21,"20,069.44",110.80,37,"40,000",110.80,0.57,-0.25,0.16,0.84,,
21,"22,500",110.80,1,"5,625",110.80,21.00,1.32,0.84,0.16,,
21,"22,500",110.80,9,"6,944.44",110.80,2.33,0.37,0.23,0.77,,
21,"22,500",110.80,9,"8,402.78",110.80,2.33,0.37,0.23,0.77,,
21,"22,500",110.80,9,"10,000",110.80,2.33,0.37,0.23,0.77,,
21,"22,500",110.80,9,"11,736.11",110.80,2.33,0.37,0.23,0.77,,
21,"22,500",110.80,9,"13,611.11",110.80,2.33,0.37,0.23,0.77,,
21,"22,500",110.80,13,"15,625",110.80,1.62,0.21,0.13,0.87,,
21,"22,500",110.80,13,"17,777.78",110.80,1.62,0.21,0.13,0.87,,
21,"22,500",110.80,21,"20,069.44",110.80,1.00,0.00,0.00,1.00,,
21,"22,500",110.80,21,"22,500",110.80,1.00,0.00,0.00,1.00,,
21,"22,500",110.80,21,"25,069.44",110.80,1.00,0.00,0.00,1.00,,
21,"22,500",110.80,21,"27,777.78",110.80,1.00,0.00,0.00,1.00,,
21,"22,500",110.80,25,"30,625",110.80,0.84,-0.08,0.05,0.95,,
21,"22,500",110.80,25,"33,611.11",110.80,0.84,-0.08,0.05,0.95,,
21,"22,500",110.80,29,"36,736.11",110.80,0.72,-0.14,0.09,0.91,,
21,"22,500",110.80,37,"40,000",110.80,0.57,-0.25,0.16,0.84,,
21,"25,069.44",110.80,1,"5,625",110.80,21.00,1.32,0.84,0.16,,
21,"25,069.44",110.80,9,"6,944.44",110.80,2.33,0.37,0.23,0.77,,
21,"25,069.44",110.80,9,"8,402.78",110.80,2.33,0.37,0.23,0.77,,
21,"25,069.44",110.80,9,"10,000",110.80,2.33,0.37,0.23,0.77,,
21,"25,069.44",110.80,9,"11,736.11",110.80,2.33,0.37,0.23,0.77,,
21,"25,069.44",110.80,9,"13,611.11",110.80,2.33,0.37,0.23,0.77,,
21,"25,069.44",110.80,13,"15,625",110.80,1.62,0.21,0.13,0.87,,
21,"25,069.44",110.80,13,"17,777.78",110.80,1.62,0.21,0.13,0.87,,
21,"25,069.44",110.80,21,"20,069.44",110.80,1.00,0.00,0.00,1.00,,
21,"25,069.44",110.80,21,"22,500",110.80,1.00,0.00,0.00,1.00,,
21,"25,069.44",110.80,21,"25,069.44",110.80,1.00,0.00,0.00,1.00,,
21,"25,069.44",110.80,21,"27,777.78",110.80,1.00,0.00,0.00,1.00,,
21,"25,069.44",110.80,25,"30,625",110.80,0.84,-0.08,0.05,0.95,,
21,"25,069.44",110.80,25,"33,611.11",110.80,0.84,-0.08,0.05,0.95,,
21,"25,069.44",110.80,29,"36,736.11",110.80,0.72,-0.14,0.09,0.91,,
21,"25,069.44",110.80,37,"40,000",110.80,0.57,-0.25,0.16,0.84,,
21,"27,777.78",110.80,1,"5,625",110.80,21.00,1.32,0.84,0.16,,
21,"27,777.78",110.80,9,"6,944.44",110.80,2.33,0.37,0.23,0.77,,
21,"27,777.78",110.80,9,"8,402.78",110.80,2.33,0.37,0.23,0.77,,
21,"27,777.78",110.80,9,"10,000",110.80,2.33,0.37,0.23,0.77,,
21,"27,777.78",110.80,9,"11,736.11",110.80,2.33,0.37,0.23,0.77,,
21,"27,777.78",110.80,9,"13,611.11",110.80,2.33,0.37,0.23,0.77,,
21,"27,777.78",110.80,13,"15,625",110.80,1.62,0.21,0.13,0.87,,
21,"27,777.78",110.80,13,"17,777.78",110.80,1.62,0.21,0.13,0.87,,
21,"27,777.78",110.80,21,"20,069.44",110.80,1.00,0.00,0.00,1.00,,
21,"27,777.78",110.80,21,"22,500",110.80,1.00,0.00,0.00,1.00,,
21,"27,777.78",110.80,21,"25,069.44",110.80,1.00,0.00,0.00,1.00,,
21,"27,777.78",110.80,21,"27,777.78",110.80,1.00,0.00,0.00,1.00,,
21,"27,777.78",110.80,25,"30,625",110.80,0.84,-0.08,0.05,0.95,,
21,"27,777.78",110.80,25,"33,611.11",110.80,0.84,-0.08,0.05,0.95,,
21,"27,777.78",110.80,29,"36,736.11",110.80,0.72,-0.14,0.09,0.91,,
21,"27,777.78",110.80,37,"40,000",110.80,0.57,-0.25,0.16,0.84,,
25,"30,625",110.80,1,"5,625",110.80,25.00,1.40,0.89,0.11,,
25,"30,625",110.80,9,"6,944.44",110.80,2.78,0.44,0.28,0.72,,
25,"30,625",110.80,9,"8,402.78",110.80,2.78,0.44,0.28,0.72,,
25,"30,625",110.80,9,"10,000",110.80,2.78,0.44,0.28,0.72,,
25,"30,625",110.80,9,"11,736.11",110.80,2.78,0.44,0.28,0.72,,
25,"30,625",110.80,9,"13,611.11",110.80,2.78,0.44,0.28,0.72,,
25,"30,625",110.80,13,"15,625",110.80,1.92,0.28,0.18,0.82,,
25,"30,625",110.80,13,"17,777.78",110.80,1.92,0.28,0.18,0.82,,
25,"30,625",110.80,21,"20,069.44",110.80,1.19,0.08,0.05,0.95,,
25,"30,625",110.80,21,"22,500",110.80,1.19,0.08,0.05,0.95,,
25,"30,625",110.80,21,"25,069.44",110.80,1.19,0.08,0.05,0.95,,
25,"30,625",110.80,21,"27,777.78",110.80,1.19,0.08,0.05,0.95,,
25,"30,625",110.80,25,"30,625",110.80,1.00,0.00,0.00,1.00,,
25,"30,625",110.80,25,"33,611.11",110.80,1.00,0.00,0.00,1.00,,
25,"30,625",110.80,29,"36,736.11",110.80,0.86,-0.06,0.04,0.96,,
25,"30,625",110.80,37,"40,000",110.80,0.68,-0.17,0.11,0.89,,
25,"33,611.11",110.80,1,"5,625",110.80,25.00,1.40,0.89,0.11,,
25,"33,611.11",110.80,9,"6,944.44",110.80,2.78,0.44,0.28,0.72,,
25,"33,611.11",110.80,9,"8,402.78",110.80,2.78,0.44,0.28,0.72,,
25,"33,611.11",110.80,9,"10,000",110.80,2.78,0.44,0.28,0.72,,
25,"33,611.11",110.80,9,"11,736.11",110.80,2.78,0.44,0.28,0.72,,
25,"33,611.11",110.80,9,"13,611.11",110.80,2.78,0.44,0.28,0.72,,
25,"33,611.11",110.80,13,"15,625",110.80,1.92,0.28,0.18,0.82,,
25,"33,611.11",110.80,13,"17,777.78",110.80,1.92,0.28,0.18,0.82,,
25,"33,611.11",110.80,21,"20,069.44",110.80,1.19,0.08,0.05,0.95,,
25,"33,611.11",110.80,21,"22,500",110.80,1.19,0.08,0.05,0.95,,
25,"33,611.11",110.80,21,"25,069.44",110.80,1.19,0.08,0.05,0.95,,
25,"33,611.11",110.80,21,"27,777.78",110.80,1.19,0.08,0.05,0.95,,
25,"33,611.11",110.80,25,"30,625",110.80,1.00,0.00,0.00,1.00,,
25,"33,611.11",110.80,25,"33,611.11",110.80,1.00,0.00,0.00,1.00,,
25,"33,611.11",110.80,29,"36,736.11",110.80,0.86,-0.06,0.04,0.96,,
25,"33,611.11",110.80,37,"40,000",110.80,0.68,-0.17,0.11,0.89,,
29,"36,736.11",110.80,1,"5,625",110.80,29.00,1.46,0.93,0.07,,
29,"36,736.11",110.80,9,"6,944.44",110.80,3.22,0.51,0.32,0.68,,
29,"36,736.11",110.80,9,"8,402.78",110.80,3.22,0.51,0.32,0.68,,
29,"36,736.11",110.80,9,"10,000",110.80,3.22,0.51,0.32,0.68,,
29,"36,736.11",110.80,9,"11,736.11",110.80,3.22,0.51,0.32,0.68,,
29,"36,736.11",110.80,9,"13,611.11",110.80,3.22,0.51,0.32,0.68,,
29,"36,736.11",110.80,13,"15,625",110.80,2.23,0.35,0.22,0.78,,
29,"36,736.11",110.80,13,"17,777.78",110.80,2.23,0.35,0.22,0.78,,
29,"36,736.11",110.80,21,"20,069.44",110.80,1.38,0.14,0.09,0.91,,
29,"36,736.11",110.80,21,"22,500",110.80,1.38,0.14,0.09,0.91,,
29,"36,736.11",110.80,21,"25,069.44",110.80,1.38,0.14,0.09,0.91,,
29,"36,736.11",110.80,21,"27,777.78",110.80,1.38,0.14,0.09,0.91,,
29,"36,736.11",110.80,25,"30,625",110.80,1.16,0.06,0.04,0.96,,
29,"36,736.11",110.80,25,"33,611.11",110.80,1.16,0.06,0.04,0.96,,
29,"36,736.11",110.80,29,"36,736.11",110.80,1.00,0.00,0.00,1.00,,
29,"36,736.11",110.80,37,"40,000",110.80,0.78,-0.11,0.07,0.93,,
37,"40,000",110.80,1,"5,625",110.80,37.00,1.57,1.00,0.00,,
37,"40,000",110.80,9,"6,944.44",110.80,4.11,0.61,0.39,0.61,,
37,"40,000",110.80,9,"8,402.78",110.80,4.11,0.61,0.39,0.61,,
37,"40,000",110.80,9,"10,000",110.80,4.11,0.61,0.39,0.61,,
37,"40,000",110.80,9,"11,736.11",110.80,4.11,0.61,0.39,0.61,,
37,"40,000",110.80,9,"13,611.11",110.80,4.11,0.61,0.39,0.61,,
37,"40,000",110.80,13,"15,625",110.80,2.85,0.45,0.29,0.71,,
37,"40,000",110.80,13,"17,777.78",110.80,2.85,0.45,0.29,0.71,,
37,"40,000",110.80,21,"20,069.44",110.80,1.76,0.25,0.16,0.84,,
37,"40,000",110.80,21,"22,500",110.80,1.76,0.25,0.16,0.84,,
37,"40,000",110.80,21,"25,069.44",110.80,1.76,0.25,0.16,0.84,,
37,"40,000",110.80,21,"27,777.78",110.80,1.76,0.25,0.16,0.84,,
37,"40,000",110.80,25,"30,625",110.80,1.48,0.17,0.11,0.89,,
37,"40,000",110.80,25,"33,611.11",110.80,1.48,0.17,0.11,0.89,,
37,"40,000",110.80,29,"36,736.11",110.80,1.28,0.11,0.07,0.93,,
37,"40,000",110.80,37,"40,000",110.80,1.00,0.00,0.00,1.00,,
1,"5,625",130.04,1,"5,625",130.04,1.00,0.00,0.00,1.00,,
1,"5,625",130.04,5,"6,944.44",130.04,0.20,-0.70,0.45,0.55,,
1,"5,625",130.04,5,"8,402.78",130.04,0.20,-0.70,0.45,0.55,,
1,"5,625",130.04,9,"10,000",130.04,0.11,-0.95,0.61,0.39,,
1,"5,625",130.04,9,"11,736.11",130.04,0.11,-0.95,0.61,0.39,,
1,"5,625",130.04,9,"13,611.11",130.04,0.11,-0.95,0.61,0.39,,
1,"5,625",130.04,9,"15,625",130.04,0.11,-0.95,0.61,0.39,,
1,"5,625",130.04,9,"17,777.78",130.04,0.11,-0.95,0.61,0.39,,
1,"5,625",130.04,13,"20,069.44",130.04,0.08,-1.11,0.71,0.29,,
1,"5,625",130.04,21,"22,500",130.04,0.05,-1.32,0.84,0.16,,
1,"5,625",130.04,21,"25,069.44",130.04,0.05,-1.32,0.84,0.16,,
1,"5,625",130.04,21,"27,777.78",130.04,0.05,-1.32,0.84,0.16,,
1,"5,625",130.04,21,"30,625",130.04,0.05,-1.32,0.84,0.16,,
1,"5,625",130.04,21,"33,611.11",130.04,0.05,-1.32,0.84,0.16,,
1,"5,625",130.04,21,"36,736.11",130.04,0.05,-1.32,0.84,0.16,,
1,"5,625",130.04,25,"40,000",130.04,0.04,-1.40,0.89,0.11,,
5,"6,944.44",130.04,1,"5,625",130.04,5.00,0.70,0.45,0.55,,
5,"6,944.44",130.04,5,"6,944.44",130.04,1.00,0.00,0.00,1.00,,
5,"6,944.44",130.04,5,"8,402.78",130.04,1.00,0.00,0.00,1.00,,
5,"6,944.44",130.04,9,"10,000",130.04,0.56,-0.26,0.16,0.84,,
5,"6,944.44",130.04,9,"11,736.11",130.04,0.56,-0.26,0.16,0.84,,
5,"6,944.44",130.04,9,"13,611.11",130.04,0.56,-0.26,0.16,0.84,,
5,"6,944.44",130.04,9,"15,625",130.04,0.56,-0.26,0.16,0.84,,
5,"6,944.44",130.04,9,"17,777.78",130.04,0.56,-0.26,0.16,0.84,,
5,"6,944.44",130.04,13,"20,069.44",130.04,0.38,-0.41,0.26,0.74,,
5,"6,944.44",130.04,21,"22,500",130.04,0.24,-0.62,0.40,0.60,,
5,"6,944.44",130.04,21,"25,069.44",130.04,0.24,-0.62,0.40,0.60,,
5,"6,944.44",130.04,21,"27,777.78",130.04,0.24,-0.62,0.40,0.60,,
5,"6,944.44",130.04,21,"30,625",130.04,0.24,-0.62,0.40,0.60,,
5,"6,944.44",130.04,21,"33,611.11",130.04,0.24,-0.62,0.40,0.60,,
5,"6,944.44",130.04,21,"36,736.11",130.04,0.24,-0.62,0.40,0.60,,
5,"6,944.44",130.04,25,"40,000",130.04,0.20,-0.70,0.45,0.55,,
5,"8,402.78",130.04,1,"5,625",130.04,5.00,0.70,0.45,0.55,,
5,"8,402.78",130.04,5,"6,944.44",130.04,1.00,0.00,0.00,1.00,,
5,"8,402.78",130.04,5,"8,402.78",130.04,1.00,0.00,0.00,1.00,,
5,"8,402.78",130.04,9,"10,000",130.04,0.56,-0.26,0.16,0.84,,
5,"8,402.78",130.04,9,"11,736.11",130.04,0.56,-0.26,0.16,0.84,,
5,"8,402.78",130.04,9,"13,611.11",130.04,0.56,-0.26,0.16,0.84,,
5,"8,402.78",130.04,9,"15,625",130.04,0.56,-0.26,0.16,0.84,,
5,"8,402.78",130.04,9,"17,777.78",130.04,0.56,-0.26,0.16,0.84,,
5,"8,402.78",130.04,13,"20,069.44",130.04,0.38,-0.41,0.26,0.74,,
5,"8,402.78",130.04,21,"22,500",130.04,0.24,-0.62,0.40,0.60,,
5,"8,402.78",130.04,21,"25,069.44",130.04,0.24,-0.62,0.40,0.60,,
5,"8,402.78",130.04,21,"27,777.78",130.04,0.24,-0.62,0.40,0.60,,
5,"8,402.78",130.04,21,"30,625",130.04,0.24,-0.62,0.40,0.60,,
5,"8,402.78",130.04,21,"33,611.11",130.04,0.24,-0.62,0.40,0.60,,
5,"8,402.78",130.04,21,"36,736.11",130.04,0.24,-0.62,0.40,0.60,,
5,"8,402.78",130.04,25,"40,000",130.04,0.20,-0.70,0.45,0.55,,
9,"10,000",130.04,1,"5,625",130.04,9.00,0.95,0.61,0.39,,
9,"10,000",130.04,5,"6,944.44",130.04,1.80,0.26,0.16,0.84,,
9,"10,000",130.04,5,"8,402.78",130.04,1.80,0.26,0.16,0.84,,
9,"10,000",130.04,9,"10,000",130.04,1.00,0.00,0.00,1.00,,
9,"10,000",130.04,9,"11,736.11",130.04,1.00,0.00,0.00,1.00,,
9,"10,000",130.04,9,"13,611.11",130.04,1.00,0.00,0.00,1.00,,
9,"10,000",130.04,9,"15,625",130.04,1.00,0.00,0.00,1.00,,
9,"10,000",130.04,9,"17,777.78",130.04,1.00,0.00,0.00,1.00,,
9,"10,000",130.04,13,"20,069.44",130.04,0.69,-0.16,0.10,0.90,,
9,"10,000",130.04,21,"22,500",130.04,0.43,-0.37,0.23,0.77,,
9,"10,000",130.04,21,"25,069.44",130.04,0.43,-0.37,0.23,0.77,,
9,"10,000",130.04,21,"27,777.78",130.04,0.43,-0.37,0.23,0.77,,
9,"10,000",130.04,21,"30,625",130.04,0.43,-0.37,0.23,0.77,,
9,"10,000",130.04,21,"33,611.11",130.04,0.43,-0.37,0.23,0.77,,
9,"10,000",130.04,21,"36,736.11",130.04,0.43,-0.37,0.23,0.77,,
9,"10,000",130.04,25,"40,000",130.04,0.36,-0.44,0.28,0.72,,
9,"11,736.11",130.04,1,"5,625",130.04,9.00,0.95,0.61,0.39,,
9,"11,736.11",130.04,5,"6,944.44",130.04,1.80,0.26,0.16,0.84,,
9,"11,736.11",130.04,5,"8,402.78",130.04,1.80,0.26,0.16,0.84,,
9,"11,736.11",130.04,9,"10,000",130.04,1.00,0.00,0.00,1.00,,
9,"11,736.11",130.04,9,"11,736.11",130.04,1.00,0.00,0.00,1.00,,
9,"11,736.11",130.04,9,"13,611.11",130.04,1.00,0.00,0.00,1.00,,
9,"11,736.11",130.04,9,"15,625",130.04,1.00,0.00,0.00,1.00,,
9,"11,736.11",130.04,9,"17,777.78",130.04,1.00,0.00,0.00,1.00,,
9,"11,736.11",130.04,13,"20,069.44",130.04,0.69,-0.16,0.10,0.90,,
9,"11,736.11",130.04,21,"22,500",130.04,0.43,-0.37,0.23,0.77,,
9,"11,736.11",130.04,21,"25,069.44",130.04,0.43,-0.37,0.23,0.77,,
9,"11,736.11",130.04,21,"27,777.78",130.04,0.43,-0.37,0.23,0.77,,
9,"11,736.11",130.04,21,"30,625",130.04,0.43,-0.37,0.23,0.77,,
9,"11,736.11",130.04,21,"33,611.11",130.04,0.43,-0.37,0.23,0.77,,
9,"11,736.11",130.04,21,"36,736.11",130.04,0.43,-0.37,0.23,0.77,,
9,"11,736.11",130.04,25,"40,000",130.04,0.36,-0.44,0.28,0.72,,
9,"13,611.11",130.04,1,"5,625",130.04,9.00,0.95,0.61,0.39,,
9,"13,611.11",130.04,5,"6,944.44",130.04,1.80,0.26,0.16,0.84,,
9,"13,611.11",130.04,5,"8,402.78",130.04,1.80,0.26,0.16,0.84,,
9,"13,611.11",130.04,9,"10,000",130.04,1.00,0.00,0.00,1.00,,
9,"13,611.11",130.04,9,"11,736.11",130.04,1.00,0.00,0.00,1.00,,
9,"13,611.11",130.04,9,"13,611.11",130.04,1.00,0.00,0.00,1.00,,
9,"13,611.11",130.04,9,"15,625",130.04,1.00,0.00,0.00,1.00,,
9,"13,611.11",130.04,9,"17,777.78",130.04,1.00,0.00,0.00,1.00,,
9,"13,611.11",130.04,13,"20,069.44",130.04,0.69,-0.16,0.10,0.90,,
9,"13,611.11",130.04,21,"22,500",130.04,0.43,-0.37,0.23,0.77,,
9,"13,611.11",130.04,21,"25,069.44",130.04,0.43,-0.37,0.23,0.77,,
9,"13,611.11",130.04,21,"27,777.78",130.04,0.43,-0.37,0.23,0.77,,
9,"13,611.11",130.04,21,"30,625",130.04,0.43,-0.37,0.23,0.77,,
9,"13,611.11",130.04,21,"33,611.11",130.04,0.43,-0.37,0.23,0.77,,
9,"13,611.11",130.04,21,"36,736.11",130.04,0.43,-0.37,0.23,0.77,,
9,"13,611.11",130.04,25,"40,000",130.04,0.36,-0.44,0.28,0.72,,
9,"15,625",130.04,1,"5,625",130.04,9.00,0.95,0.61,0.39,,
9,"15,625",130.04,5,"6,944.44",130.04,1.80,0.26,0.16,0.84,,
9,"15,625",130.04,5,"8,402.78",130.04,1.80,0.26,0.16,0.84,,
9,"15,625",130.04,9,"10,000",130.04,1.00,0.00,0.00,1.00,,
9,"15,625",130.04,9,"11,736.11",130.04,1.00,0.00,0.00,1.00,,
9,"15,625",130.04,9,"13,611.11",130.04,1.00,0.00,0.00,1.00,,
9,"15,625",130.04,9,"15,625",130.04,1.00,0.00,0.00,1.00,,
9,"15,625",130.04,9,"17,777.78",130.04,1.00,0.00,0.00,1.00,,
9,"15,625",130.04,13,"20,069.44",130.04,0.69,-0.16,0.10,0.90,,
9,"15,625",130.04,21,"22,500",130.04,0.43,-0.37,0.23,0.77,,
9,"15,625",130.04,21,"25,069.44",130.04,0.43,-0.37,0.23,0.77,,
9,"15,625",130.04,21,"27,777.78",130.04,0.43,-0.37,0.23,0.77,,
9,"15,625",130.04,21,"30,625",130.04,0.43,-0.37,0.23,0.77,,
9,"15,625",130.04,21,"33,611.11",130.04,0.43,-0.37,0.23,0.77,,
9,"15,625",130.04,21,"36,736.11",130.04,0.43,-0.37,0.23,0.77,,
9,"15,625",130.04,25,"40,000",130.04,0.36,-0.44,0.28,0.72,,
9,"17,777.78",130.04,1,"5,625",130.04,9.00,0.95,0.61,0.39,,
9,"17,777.78",130.04,5,"6,944.44",130.04,1.80,0.26,0.16,0.84,,
9,"17,777.78",130.04,5,"8,402.78",130.04,1.80,0.26,0.16,0.84,,
9,"17,777.78",130.04,9,"10,000",130.04,1.00,0.00,0.00,1.00,,
9,"17,777.78",130.04,9,"11,736.11",130.04,1.00,0.00,0.00,1.00,,
9,"17,777.78",130.04,9,"13,611.11",130.04,1.00,0.00,0.00,1.00,,
9,"17,777.78",130.04,9,"15,625",130.04,1.00,0.00,0.00,1.00,,
9,"17,777.78",130.04,9,"17,777.78",130.04,1.00,0.00,0.00,1.00,,
9,"17,777.78",130.04,13,"20,069.44",130.04,0.69,-0.16,0.10,0.90,,
9,"17,777.78",130.04,21,"22,500",130.04,0.43,-0.37,0.23,0.77,,
9,"17,777.78",130.04,21,"25,069.44",130.04,0.43,-0.37,0.23,0.77,,
9,"17,777.78",130.04,21,"27,777.78",130.04,0.43,-0.37,0.23,0.77,,
9,"17,777.78",130.04,21,"30,625",130.04,0.43,-0.37,0.23,0.77,,
9,"17,777.78",130.04,21,"33,611.11",130.04,0.43,-0.37,0.23,0.77,,
9,"17,777.78",130.04,21,"36,736.11",130.04,0.43,-0.37,0.23,0.77,,
9,"17,777.78",130.04,25,"40,000",130.04,0.36,-0.44,0.28,0.72,,
13,"20,069.44",130.04,1,"5,625",130.04,13.00,1.11,0.71,0.29,,
13,"20,069.44",130.04,5,"6,944.44",130.04,2.60,0.41,0.26,0.74,,
13,"20,069.44",130.04,5,"8,402.78",130.04,2.60,0.41,0.26,0.74,,
13,"20,069.44",130.04,9,"10,000",130.04,1.44,0.16,0.10,0.90,,
13,"20,069.44",130.04,9,"11,736.11",130.04,1.44,0.16,0.10,0.90,,
13,"20,069.44",130.04,9,"13,611.11",130.04,1.44,0.16,0.10,0.90,,
13,"20,069.44",130.04,9,"15,625",130.04,1.44,0.16,0.10,0.90,,
13,"20,069.44",130.04,9,"17,777.78",130.04,1.44,0.16,0.10,0.90,,
13,"20,069.44",130.04,13,"20,069.44",130.04,1.00,0.00,0.00,1.00,,
13,"20,069.44",130.04,21,"22,500",130.04,0.62,-0.21,0.13,0.87,,
13,"20,069.44",130.04,21,"25,069.44",130.04,0.62,-0.21,0.13,0.87,,
13,"20,069.44",130.04,21,"27,777.78",130.04,0.62,-0.21,0.13,0.87,,
13,"20,069.44",130.04,21,"30,625",130.04,0.62,-0.21,0.13,0.87,,
13,"20,069.44",130.04,21,"33,611.11",130.04,0.62,-0.21,0.13,0.87,,
13,"20,069.44",130.04,21,"36,736.11",130.04,0.62,-0.21,0.13,0.87,,
13,"20,069.44",130.04,25,"40,000",130.04,0.52,-0.28,0.18,0.82,,
21,"22,500",130.04,1,"5,625",130.04,21.00,1.32,0.84,0.16,,
21,"22,500",130.04,5,"6,944.44",130.04,4.20,0.62,0.40,0.60,,
21,"22,500",130.04,5,"8,402.78",130.04,4.20,0.62,0.40,0.60,,
21,"22,500",130.04,9,"10,000",130.04,2.33,0.37,0.23,0.77,,
21,"22,500",130.04,9,"11,736.11",130.04,2.33,0.37,0.23,0.77,,
21,"22,500",130.04,9,"13,611.11",130.04,2.33,0.37,0.23,0.77,,
21,"22,500",130.04,9,"15,625",130.04,2.33,0.37,0.23,0.77,,
21,"22,500",130.04,9,"17,777.78",130.04,2.33,0.37,0.23,0.77,,
21,"22,500",130.04,13,"20,069.44",130.04,1.62,0.21,0.13,0.87,,
21,"22,500",130.04,21,"22,500",130.04,1.00,0.00,0.00,1.00,,
21,"22,500",130.04,21,"25,069.44",130.04,1.00,0.00,0.00,1.00,,
21,"22,500",130.04,21,"27,777.78",130.04,1.00,0.00,0.00,1.00,,
21,"22,500",130.04,21,"30,625",130.04,1.00,0.00,0.00,1.00,,
21,"22,500",130.04,21,"33,611.11",130.04,1.00,0.00,0.00,1.00,,
21,"22,500",130.04,21,"36,736.11",130.04,1.00,0.00,0.00,1.00,,
21,"22,500",130.04,25,"40,000",130.04,0.84,-0.08,0.05,0.95,,
21,"25,069.44",130.04,1,"5,625",130.04,21.00,1.32,0.84,0.16,,
21,"25,069.44",130.04,5,"6,944.44",130.04,4.20,0.62,0.40,0.60,,
21,"25,069.44",130.04,5,"8,402.78",130.04,4.20,0.62,0.40,0.60,,
21,"25,069.44",130.04,9,"10,000",130.04,2.33,0.37,0.23,0.77,,
21,"25,069.44",130.04,9,"11,736.11",130.04,2.33,0.37,0.23,0.77,,
21,"25,069.44",130.04,9,"13,611.11",130.04,2.33,0.37,0.23,0.77,,
21,"25,069.44",130.04,9,"15,625",130.04,2.33,0.37,0.23,0.77,,
21,"25,069.44",130.04,9,"17,777.78",130.04,2.33,0.37,0.23,0.77,,
21,"25,069.44",130.04,13,"20,069.44",130.04,1.62,0.21,0.13,0.87,,
21,"25,069.44",130.04,21,"22,500",130.04,1.00,0.00,0.00,1.00,,
21,"25,069.44",130.04,21,"25,069.44",130.04,1.00,0.00,0.00,1.00,,
21,"25,069.44",130.04,21,"27,777.78",130.04,1.00,0.00,0.00,1.00,,
21,"25,069.44",130.04,21,"30,625",130.04,1.00,0.00,0.00,1.00,,
21,"25,069.44",130.04,21,"33,611.11",130.04,1.00,0.00,0.00,1.00,,
21,"25,069.44",130.04,21,"36,736.11",130.04,1.00,0.00,0.00,1.00,,
21,"25,069.44",130.04,25,"40,000",130.04,0.84,-0.08,0.05,0.95,,
21,"27,777.78",130.04,1,"5,625",130.04,21.00,1.32,0.84,0.16,,
21,"27,777.78",130.04,5,"6,944.44",130.04,4.20,0.62,0.40,0.60,,
21,"27,777.78",130.04,5,"8,402.78",130.04,4.20,0.62,0.40,0.60,,
21,"27,777.78",130.04,9,"10,000",130.04,2.33,0.37,0.23,0.77,,
21,"27,777.78",130.04,9,"11,736.11",130.04,2.33,0.37,0.23,0.77,,
21,"27,777.78",130.04,9,"13,611.11",130.04,2.33,0.37,0.23,0.77,,
21,"27,777.78",130.04,9,"15,625",130.04,2.33,0.37,0.23,0.77,,
21,"27,777.78",130.04,9,"17,777.78",130.04,2.33,0.37,0.23,0.77,,
21,"27,777.78",130.04,13,"20,069.44",130.04,1.62,0.21,0.13,0.87,,
21,"27,777.78",130.04,21,"22,500",130.04,1.00,0.00,0.00,1.00,,
21,"27,777.78",130.04,21,"25,069.44",130.04,1.00,0.00,0.00,1.00,,
21,"27,777.78",130.04,21,"27,777.78",130.04,1.00,0.00,0.00,1.00,,
21,"27,777.78",130.04,21,"30,625",130.04,1.00,0.00,0.00,1.00,,
21,"27,777.78",130.04,21,"33,611.11",130.04,1.00,0.00,0.00,1.00,,
21,"27,777.78",130.04,21,"36,736.11",130.04,1.00,0.00,0.00,1.00,,
21,"27,777.78",130.04,25,"40,000",130.04,0.84,-0.08,0.05,0.95,,
21,"30,625",130.04,1,"5,625",130.04,21.00,1.32,0.84,0.16,,
21,"30,625",130.04,5,"6,944.44",130.04,4.20,0.62,0.40,0.60,,
21,"30,625",130.04,5,"8,402.78",130.04,4.20,0.62,0.40,0.60,,
21,"30,625",130.04,9,"10,000",130.04,2.33,0.37,0.23,0.77,,
21,"30,625",130.04,9,"11,736.11",130.04,2.33,0.37,0.23,0.77,,
21,"30,625",130.04,9,"13,611.11",130.04,2.33,0.37,0.23,0.77,,
21,"30,625",130.04,9,"15,625",130.04,2.33,0.37,0.23,0.77,,
21,"30,625",130.04,9,"17,777.78",130.04,2.33,0.37,0.23,0.77,,
21,"30,625",130.04,13,"20,069.44",130.04,1.62,0.21,0.13,0.87,,
21,"30,625",130.04,21,"22,500",130.04,1.00,0.00,0.00,1.00,,
21,"30,625",130.04,21,"25,069.44",130.04,1.00,0.00,0.00,1.00,,
21,"30,625",130.04,21,"27,777.78",130.04,1.00,0.00,0.00,1.00,,
